"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000005108",112.653553806864,-1.87643414973671,0.423713823039547,4.49215725021674e-06,1.62258767307069e-05
"ENSG00000005156",411.216986765249,-0.664420086687263,0.178385127464864,0.000157340104760403,0.000430839033879947
"ENSG00000005175",440.706836876859,-0.443222660163131,0.179458158224582,0.0122124517089524,0.0229742721438854
"ENSG00000005187",305.886798910294,-4.01825588232244,0.377923080729104,6.64143671021283e-27,6.37673714132983e-25
"ENSG00000005189",100.409265492583,0.393526457081333,0.307212679285053,0.167266876189748,0.23160831896176
"ENSG00000005194",613.406776907712,0.559781112678333,0.14518016081285,9.5849536684299e-05,0.00027279622304719
"ENSG00000005238",434.638407545473,0.636285545286393,0.223824503244946,0.00357256466716413,0.00756844053971941
"ENSG00000005243",415.00132664495,-0.049793711998995,0.378680888043636,0.894304919390716,0.915483292078117
"ENSG00000005249",681.967556572992,-3.94834324849816,0.481851311718299,6.54193277334948e-17,1.24427561349107e-15
"ENSG00000005302",707.914783441926,0.636105470564292,0.159991129320174,6.61934745586562e-05,0.000193352330029388
"ENSG00000005339",1890.49613501369,-1.64190081092596,0.177898357509685,1.23005843862117e-20,4.02713066847597e-19
"ENSG00000005379",880.47998106565,-1.58067814661766,0.327390542053051,4.94220992388962e-07,2.08229692805906e-06
"ENSG00000005381",14.1058264743007,2.34307221416417,0.575196229528653,2.60606164351801e-06,9.74455290820038e-06
"ENSG00000005421",31.2779396878059,-0.643206131198694,0.508940196990636,0.205083503596258,0.275824813140337
"ENSG00000005436",402.269163002335,-0.652626878153279,0.20607745659342,0.00114496068132791,0.00268065765144192
"ENSG00000005448",407.217049316068,0.234736732576795,0.264247299905999,0.367364188667877,0.450403966596241
"ENSG00000005469",285.727782618749,-1.0822767289328,0.21137455287047,1.65897482526362e-07,7.5127859944081e-07
"ENSG00000005471",24.5294902135906,-1.04333907237398,0.40456078376043,0.00835746506923813,0.0163377970729987
"ENSG00000005483",1671.55174419668,-1.28255412235043,0.18356077285303,1.36955363614852e-12,1.38698558151735e-11
"ENSG00000005486",1635.25643309364,1.04429228733264,0.208570374134315,4.15813652074793e-07,1.77062141696923e-06
"ENSG00000005513",10.7885177890781,-0.505051807524382,0.496090438117993,0.452098721287811,0.534790236500555
"ENSG00000005700",900.400387292525,-0.972913182359209,0.161298200800617,7.7863738666431e-10,5.13885236254889e-09
"ENSG00000005801",565.788112516736,0.911425906845165,0.247946847790822,0.000152922551791708,0.000420026995163278
"ENSG00000005810",1182.1872120463,-2.00129429045056,0.180948400128227,7.16303239743665e-29,8.94080750057545e-27
"ENSG00000005812",1031.28714389813,-1.60181364623113,0.176688910145368,5.52459932186066e-20,1.60833488421107e-18
"ENSG00000005844",450.33837996857,2.16384937313795,0.438021833816725,6.83479613965462e-08,3.29068740851115e-07
"ENSG00000005882",861.173041877795,-1.91847188284861,0.214522226365013,1.36741968408999e-19,3.75120034491226e-18
"ENSG00000005884",3809.53757354681,1.06571930578619,0.301498987770084,0.000336954077753201,0.000866620719486051
"ENSG00000005889",889.096068631733,-1.53480540379313,0.169925408683191,1.02663794470928e-19,2.85955179829692e-18
"ENSG00000005893",3020.54641495893,-0.34572611589887,0.152387960309489,0.0215780743541862,0.038213684750151
"ENSG00000005955",1100.60772865759,-0.666582017237626,0.122727490591852,4.8422755880849e-08,2.38601247889572e-07
"ENSG00000005961",94.7090410690665,0.751220366580841,0.459769594956997,0.0568111635925772,0.0899956966849654
"ENSG00000005981",13.0504500619618,-0.628242865675566,0.397987310640462,0.126815598657151,0.18216459187096
"ENSG00000006007",1199.18227561383,0.563031092881237,0.175887816268349,0.00127396924561135,0.0029560171725461
"ENSG00000006015",955.004391413831,0.585594147571583,0.257599648249879,0.0184271664412832,0.0332048128664502
"ENSG00000006016",79.5806046537076,-1.12935051232654,0.693961222061584,3.01152982058179e-05,9.37541107511128e-05
"ENSG00000006025",439.543393467112,0.525070326160598,0.25656484249066,0.0374576861520884,0.0622870483050256
"ENSG00000006042",1649.74567192034,-2.57852288934524,0.30922418909459,1.76714557654521e-17,3.68004841597334e-16
"ENSG00000006047",145.269522383775,3.84900266518012,0.538523079328852,4.69103018306944e-14,5.90324913585884e-13
"ENSG00000006059",0.107871459014706,0.0798161134509958,1.01604787507503,0.616815406034144,0.686071872676574
"ENSG00000006071",3.12901062833999,-3.3114904849038,0.974740498657193,0.00279514311312525,0.00604721082355371
"ENSG00000006074",287.844135619962,1.61282618922629,0.975238362684329,0.00994771948487587,0.0191282404999476
"ENSG00000006075",466.306636594005,4.16158707685329,0.584990596146905,2.98662325882173e-14,3.85309128565432e-13
"ENSG00000006114",823.034875220821,-0.587825473744429,0.143978712294246,3.75895758336246e-05,0.000114944329960698
"ENSG00000006116",0.151886865226841,0.052217927768863,1.0156934459402,0.672863647886412,0.734384080879852
"ENSG00000006118",1591.38046097941,0.464146952962729,0.286527376856845,0.0909505293193009,0.136672161101261
"ENSG00000006125",2515.57471066608,-1.2931531326118,0.127080261683512,1.21968019495958e-24,7.63580977226886e-23
"ENSG00000006128",4.75941902981272,1.27709721411204,1.28332032907375,0.0166554344330184,0.030365682039603
"ENSG00000006194",664.316162193066,-1.06206996778035,0.133427143473385,8.74412814354695e-16,1.42321909661594e-14
"ENSG00000006210",492.541204901858,0.0619941898123601,0.324071449392367,0.843289272193361,0.873739561866335
"ENSG00000006282",1469.37304955354,-0.587063868057797,0.215395445456535,0.00495134437745638,0.0101689940931902
"ENSG00000006283",102.996715021699,-2.38265693300951,0.450550303158539,4.78401168816208e-08,2.36138154780734e-07
"ENSG00000006327",1290.86727734771,2.54974746472083,0.328732963034981,8.71624267308403e-16,1.41983754016445e-14
"ENSG00000006377",23.316002783127,0.226323315748437,0.703187122568645,0.455814462572612,0.538197388674331
"ENSG00000006432",257.535416942509,1.37467651991917,0.285311915909402,5.00055883899524e-07,2.10599242036216e-06
"ENSG00000006451",1153.0093570064,-0.0948472985817948,0.142772561603796,0.422845506345069,0.505425401437477
"ENSG00000006453",837.442579253456,2.55633610343863,0.349047383098921,2.18732473305807e-14,2.87199620275494e-13
"ENSG00000006459",435.50464329981,-0.0548302175764768,0.173958820767681,0.718721033746072,0.770745370563684
"ENSG00000006468",344.782860458218,-0.897812468306491,0.47118508018563,0.0403080975417042,0.0664679230456094
"ENSG00000006530",554.25829236426,-0.408463995520937,0.157283415017308,0.0077243849249502,0.0152223891194178
"ENSG00000006534",890.903531670847,2.03752805062104,0.299501926373425,1.23065406891121e-12,1.26094675481367e-11
"ENSG00000006555",249.771665464387,1.92904758254611,0.397235415831124,1.8198063424018e-07,8.19282066368491e-07
"ENSG00000006576",643.022806670796,-0.175949867442002,0.182909239504065,0.323912388954923,0.405097466838079
"ENSG00000006606",10.9401880426021,-2.03876158687684,0.550537575636451,0.000150610422511174,0.000414246074641324
"ENSG00000006607",483.468136038238,-0.549094034890548,0.18919947616694,0.002958956300524,0.00636850051490082
"ENSG00000006611",16.4396972650319,2.10087392373355,0.91932570811271,0.00106529133908816,0.00250913236619055
"ENSG00000006625",979.479097167103,1.0850021509767,0.212347699714674,1.97244039469531e-07,8.82824005433886e-07
"ENSG00000006634",234.665846089773,0.294153549482174,0.239903316584457,0.204793292273742,0.275545835747417
"ENSG00000006638",163.843508931285,0.26413135461012,0.220471387409771,0.21370494862434,0.285784219162762
"ENSG00000006652",892.525541134779,0.237205296099966,0.199263320430123,0.243684703224727,0.318955774551122
"ENSG00000006659",7.63049814182016,0.507668025205174,0.789102938155026,4.36757733411593e-06,1.58102024541652e-05
"ENSG00000006695",237.16362887763,0.0485560814748896,0.188466325227133,0.790066754127363,0.828481131356134
"ENSG00000006704",894.167483997133,0.979016658333392,0.256837944462226,9.14530206589896e-05,0.000260952746903941
"ENSG00000006712",1426.04756394298,-0.170424049900451,0.198573265403216,0.381350307106929,0.464273773666939
"ENSG00000006715",1130.63725509171,-0.641198170603405,0.123634510613722,1.47865501387317e-07,6.75594126791603e-07
"ENSG00000006740",291.860296012196,-1.35412850806984,0.307485105155705,5.08354339581363e-06,1.81648676252986e-05
"ENSG00000006744",1138.34215975228,0.212121295588858,0.173100008368757,0.240853654973946,0.315928831786218
"ENSG00000006747",123.724121710191,0.750589207657372,0.331100009109593,0.0127926030458123,0.0239147313889279
"ENSG00000006756",1163.73680870104,-0.941341444002067,0.240233827182866,5.44583811993689e-05,0.000161675090074713
"ENSG00000006757",390.219065567592,-0.677588109712571,0.246830381305211,0.00423722402999565,0.00883499698298633
"ENSG00000006788",3.65531216028737,1.14984323428323,0.76713278881262,0.0136383393815035,0.0253297940842562
"ENSG00000006831",1248.85888161108,-0.737064062161966,0.14774339729206,4.51686831656116e-07,1.9127730523758e-06
"ENSG00000006837",68.2810132598656,-0.701656966535984,0.20215031217275,0.000435545685761971,0.00109577763798845
"ENSG00000007001",6.53262337058843,-1.46241186316183,0.517506823298176,0.0045469710849759,0.00941987132137486
"ENSG00000007038",435.221096800283,4.25793399454508,0.714036606303872,6.55001848681924e-11,5.10181042122726e-10
"ENSG00000007047",668.857803223928,-0.836178276935215,0.169963410701301,5.69982570817986e-07,2.37544280505133e-06
"ENSG00000007062",276.49988923763,1.5671009345222,0.77577972861303,0.0067140230752345,0.0134166254588261
"ENSG00000007080",1365.85814570532,0.764681240059901,0.193267267245627,6.16872168771973e-05,0.000181383305102254
"ENSG00000007129",20.563377557448,0.610632065732831,0.446244354661633,0.0876876785042725,0.132336630197901
"ENSG00000007168",2266.45329853173,-0.479007897521456,0.142183461470392,0.000395242329626426,0.00100305742163392
"ENSG00000007171",18.5518522564428,-2.36488918644722,0.478653602415329,6.21554375591186e-07,2.57425600060796e-06
"ENSG00000007174",48.1406988582203,-3.64059943392347,0.634400661321624,4.77461475952225e-09,2.75509480966249e-08
"ENSG00000007202",2310.57786354955,-0.327035075218741,0.14024724930439,0.0185030675770103,0.0333265478517743
"ENSG00000007216",1.59379146173055,4.01962603304715,1.74575532345272,0.0104131655963275,0.0199292122783188
"ENSG00000007237",989.00952468537,-0.686508938197956,0.315056338891063,0.0195260168063948,0.0349546505593861
"ENSG00000007255",457.625154988268,0.433064881771837,0.242104359306906,0.0643140840018531,0.100588657811967
"ENSG00000007264",98.2149606798755,1.11151314951528,0.472623395605846,0.00657954870713368,0.0131663494218604
"ENSG00000007306",0.836657120152052,0.436183323982714,1.15750138746129,0.0477939106836142,0.0773369138115751
"ENSG00000007312",103.616263001856,3.05029956952138,0.624726402476047,3.90086458581422e-08,1.94809118887962e-07
"ENSG00000007314",34.1669007067602,-0.0851444286845179,0.591213461638805,0.987017837886509,0.989992126986665
"ENSG00000007341",202.27644107447,-1.23336171139738,0.181313840546891,5.06014081209415e-12,4.70685012381612e-11
"ENSG00000007350",56.9117414695088,4.44535706180102,1.19291706196985,2.21692053239614e-06,8.41840609395925e-06
"ENSG00000007372",48.6976245858146,-0.856873735597561,0.413859863114679,0.0330364931050103,0.0558229802690719
"ENSG00000007376",636.445611275578,1.42040879820399,0.230269516306231,2.49135950325614e-10,1.7718995954248e-09
"ENSG00000007384",707.995378757924,0.0071151083517527,0.230777597441257,0.990150983827081,0.992088365342697
"ENSG00000007392",1598.83673086331,-0.0235177305320295,0.275790463551928,0.898763594502027,0.918728962778318
"ENSG00000007402",142.273723384438,-0.985366590468629,0.439775599118216,0.0170522448550003,0.0310070456158801
"ENSG00000007516",199.519660953997,0.0930075027924601,0.433734412963894,0.809435471333318,0.845108521434426
"ENSG00000007520",1169.26522167491,0.378774589242201,0.175674476824568,0.0321019224012628,0.0544280068151472
"ENSG00000007541",1074.54111012277,0.326234584813636,0.188576450624791,0.0861449587145405,0.130451999582051
"ENSG00000007545",672.387157848653,-0.647946383972005,0.183216400963941,0.000272801709015299,0.000713291821254849
"ENSG00000007866",946.800581109646,-0.103255512552096,0.223616823857184,0.607947932064807,0.678210711164466
"ENSG00000007908",62.2707844341581,-2.94290761441403,0.796061738088207,0.000109998296693385,0.000309928891543962
"ENSG00000007923",1014.30028826116,-0.0128261120457863,0.183678089244813,0.901774342078526,0.921382143950181
"ENSG00000007933",48.6004922794832,2.58884242056479,0.862945077227101,6.74840114880177e-05,0.000196834116171637
"ENSG00000007944",776.535693615944,-0.748166889770618,0.188305739205544,5.65898331387075e-05,0.000167356072503054
"ENSG00000007952",8.51080097756454,-0.120020311180217,0.419726951162173,0.933472700968547,0.947275574748112
"ENSG00000007968",169.31034809434,2.46527103006676,0.356492300518851,4.30283233837496e-13,4.70601668289629e-12
"ENSG00000008018",2224.2201342478,0.477863986473724,0.164455693156741,0.00527490008408184,0.010771475417096
"ENSG00000008056",56.759297531322,-0.0224646857727471,0.369973441576921,0.987406131056029,0.990282119385324
"ENSG00000008083",428.771304863332,-0.253022118168204,0.213917656957058,0.224194053446376,0.297579385974849
"ENSG00000008086",22.9742072954149,-2.47523925261924,0.472841113399485,1.7743974682839e-07,8.00643737891953e-07
"ENSG00000008118",100.50325078943,-5.96916307542823,0.656230200323191,6.89493380924542e-20,1.97559143621866e-18
"ENSG00000008128",858.312132751699,0.707457222590689,0.21720263166606,0.00101424101975979,0.00239964546921251
"ENSG00000008130",1863.70259156248,0.653164235071375,0.152532201820249,1.97816442526488e-05,6.35982630225739e-05
"ENSG00000008196",0.426847187740287,0.305269876458434,1.02359427714178,0.198411337714275,0.268169519862735
"ENSG00000008197",0.0584514683953405,-0.0959765488884151,1.01589409281028,0.769542006397185,0.811303563836677
"ENSG00000008226",78.5583347982846,-2.07785634228127,0.423001769308271,3.6756715829369e-07,1.57864165984587e-06
"ENSG00000008256",873.814405187018,-1.0549907297181,0.193773649252567,2.56754829010863e-08,1.31714633706035e-07
"ENSG00000008277",139.231233680642,-3.03193028214901,0.423934721157761,2.94522909874661e-13,3.28415244729584e-12
"ENSG00000008282",1980.82934253855,-0.54954983034956,0.198224633802728,0.00446737875011389,0.00927229484707177
"ENSG00000008283",1468.92307633456,1.01894582239957,0.229769469627441,4.86679583079917e-06,1.74309145510922e-05
"ENSG00000008294",1758.04549727213,-1.5528144078739,0.284870516573896,2.04865093918425e-08,1.0679615741699e-07
"ENSG00000008300",133.345088399787,1.71522784324779,0.323425640731218,2.20223443768233e-08,1.14117342903357e-07
"ENSG00000008311",167.976479501271,-3.06957652139629,0.365407657854366,2.08439142445534e-17,4.3003492910948e-16
"ENSG00000008323",182.250487596744,3.37649544259809,0.424630802707145,2.14146207838351e-16,3.80152348154641e-15
"ENSG00000008324",327.984543772983,0.559970698891477,0.174593181420107,0.00114573241499546,0.00268183568446722
"ENSG00000008382",363.861585407653,1.08694574998016,0.242442719464134,4.13818448340137e-06,1.50534940469961e-05
"ENSG00000008394",847.197644039666,2.65019697076492,0.556302087057641,1.33882955498163e-07,6.16930434760918e-07
"ENSG00000008405",414.784372202834,0.233865845437784,0.175938722840489,0.177986173395569,0.244131996489211
"ENSG00000008438",1.61256123480772,0.707545886972565,0.842521898292221,0.0532193857738823,0.0850751903698234
"ENSG00000008441",2606.1771465554,-1.51611733320586,0.317425789000604,7.66325752860284e-07,3.12785355799433e-06
"ENSG00000008513",1831.36767169259,0.550729047113144,0.24947742118655,0.0263313498778996,0.045580600538401
"ENSG00000008516",57.2602300823236,1.23687265206269,0.358347379585673,0.000156298431195552,0.000428356795582045
"ENSG00000008517",1656.62795841818,1.75349153923684,0.360237331974646,2.72082105272262e-07,1.1921350865275e-06
"ENSG00000008710",4023.02005538045,-1.459774537828,0.198528597874627,7.92223589659092e-14,9.67675676396435e-13
"ENSG00000008735",172.838918591332,-1.57519503131374,0.330677938889553,8.36769139000107e-07,3.39036649928406e-06
"ENSG00000008838",1172.3260181567,-0.268503053893288,0.153032047535725,0.0631642137148647,0.0989529739645092
"ENSG00000008853",536.800382313003,-1.79141626016715,0.233660419225357,5.64074031739719e-15,8.1928163548174e-14
"ENSG00000008869",580.987066492399,-0.975579913663481,0.162379085898462,1.10572972303119e-09,7.14413726905724e-09
"ENSG00000008952",2848.94835629051,-0.680483515935918,0.143311343277671,8.07939466993778e-07,3.28488580931041e-06
"ENSG00000008988",30441.6045573829,-0.161006025935353,0.237820495102927,0.378530305468111,0.461515675076161
"ENSG00000009307",9866.4480706146,-1.41887228661687,0.158371988853512,1.66633085378809e-19,4.50315202719919e-18
"ENSG00000009335",1399.63033880957,-0.358525051053603,0.15236032499785,0.017170307310877,0.0311904863839844
"ENSG00000009413",576.488041447783,-0.999644753450524,0.21558453153603,1.91672636370202e-06,7.36133504028711e-06
"ENSG00000009694",55.2854564420992,0.0496795358433225,0.572181054150172,0.760184401277905,0.80371049425881
"ENSG00000009709",0.278891496001607,0.138798606756851,1.02664802733605,0.457059068357026,0.539411810315457
"ENSG00000009724",45.0360603507241,-0.479493023101034,0.348421322815467,0.166044844526631,0.230042403761396
"ENSG00000009765",56.7019702156381,1.30358277774265,0.315437576972017,1.12188596837128e-05,3.77445833462648e-05
"ENSG00000009780",297.120809809386,-0.473600142762088,0.150554116629382,0.00145924267029801,0.00334587088042728
"ENSG00000009790",175.465545193833,1.54293342718532,0.456314488782268,0.000145052115615932,0.000400115442122346
"ENSG00000009830",490.119219604667,0.254874401842518,0.173876426604249,0.145086681140957,0.204799637690867
"ENSG00000009844",872.13795925198,0.0284290677143929,0.160006936651088,0.85996986771777,0.88811892611937
"ENSG00000009950",457.128732286369,2.38206308433861,0.562483053578563,1.8388613822082e-06,7.08408577625e-06
"ENSG00000009954",1890.52984112058,-0.827955402569283,0.15441224188431,5.42710395355696e-08,2.65258671210196e-07
"ENSG00000010017",965.898092287961,-0.585807359559384,0.150521859293402,6.13881458532714e-05,0.000180557092906581
"ENSG00000010030",86.9251625719254,1.51869981028061,0.417100091883137,4.64477661982312e-05,0.000139805326110757
"ENSG00000010072",212.875494450779,0.249287650718138,0.184470944892618,0.163897296429095,0.227494641853312
"ENSG00000010165",878.365626558731,0.210160868138444,0.173045762409639,0.2186727407941,0.291381811669192
"ENSG00000010219",363.374606595902,-0.128453299811002,0.225441824007981,0.541852562264686,0.619885290770925
"ENSG00000010244",2578.33666948013,-0.0875842199604712,0.102867969458836,0.391652457139782,0.474415674260847
"ENSG00000010256",2921.48102546151,1.11395606697192,0.191593667777184,2.8055239262231e-09,1.68813251975298e-08
"ENSG00000010270",700.191152167921,-0.208075712480029,0.147610579943392,0.154226636168029,0.215856762976502
"ENSG00000010278",8555.83324219553,2.53239245152821,0.354133391673857,2.0626543643898e-13,2.3552470160794e-12
"ENSG00000010282",4.4395339775047,0.213284392808211,0.714762770639804,0.333571303571221,0.414933198606095
"ENSG00000010292",1734.26389615393,0.919314677344772,0.270842654222749,0.000465772257129702,0.00116609474077188
"ENSG00000010295",493.984172100273,-0.303746981304478,0.389127068968273,0.385147124542998,0.467926342879195
"ENSG00000010310",82.9644947058902,0.766346278754911,0.36555800285747,0.0210114398603797,0.0373094572287403
"ENSG00000010318",50.3114386709905,-0.438456264553701,0.226625355570803,0.0537007469714125,0.0857143236705625
"ENSG00000010319",241.664779898357,-1.75636752439123,0.532030033960517,0.00488517229031293,0.0100475567260391
"ENSG00000010322",2487.51009823892,-0.593029785069038,0.169542288380314,0.000385866062315458,0.00098179782526462
"ENSG00000010327",5012.81902030538,3.61886009654457,0.450032977458651,2.99335939491674e-17,6.08142222542038e-16
